campaignID;profilID;siteID;insurer;prix;death;authonomyloss;disability;tempincapacity;date_extraction;date_aspiration;flag_parsing;wrong_price;id;status;year;month;week;type
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_1;FURETS_LOAN;bnp;2537;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2409;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_2;FURETS_LOAN;metlife;2967;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2410;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_3;FURETS_LOAN;Groupe AXA;3415;YES;YES;YES;NO;28/06/2018;28/06/2018;;;2411;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_4;FURETS_LOAN;april;4246;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2412;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_5;FURETS_LOAN;Groupe AXA;4381;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2413;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_6;FURETS_LOAN;bnp;4432;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2414;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_7;FURETS_LOAN;metlife;4819;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2415;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_8;FURETS_LOAN;april;5739;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2416;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_9;FURETS_LOAN;april;7633;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2417;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_10;FURETS_LOAN;Groupe AXA;3202;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2418;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_11;FURETS_LOAN;bnp;3862;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2419;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_12;FURETS_LOAN;swisslife;3912;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2420;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_13;FURETS_LOAN;metlife;4016;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2421;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_14;FURETS_LOAN;Groupe AXA;4472;YES;YES;YES;NO;28/06/2018;28/06/2018;;;2422;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_15;FURETS_LOAN;april;5247;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2423;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_16;FURETS_LOAN;Groupe AXA;5444;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2424;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_17;FURETS_LOAN;swisslife;5668;YES;YES;YES;NO;28/06/2018;28/06/2018;;;2425;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_18;FURETS_LOAN;metlife;7171;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2426;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_19;FURETS_LOAN;bnp;7259;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2427;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_20;FURETS_LOAN;swisslife;7953;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2428;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_21;FURETS_LOAN;magnolia;7957;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2429;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_22;FURETS_LOAN;magnolia;8021;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2430;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_23;FURETS_LOAN;magnolia;8257;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2431;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_24;FURETS_LOAN;april;9115;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2432;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_25;FURETS_LOAN;Groupe AXA;2410;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2433;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_26;FURETS_LOAN;metlife;2728;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2434;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_27;FURETS_LOAN;april;2903;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2435;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_28;FURETS_LOAN;Groupe AXA;3149;YES;YES;YES;NO;28/06/2018;28/06/2018;;;2436;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_29;FURETS_LOAN;Groupe AXA;3772;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2437;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_30;FURETS_LOAN;metlife;4547;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2438;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_31;FURETS_LOAN;april;5151;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2439;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_32;FURETS_LOAN;Groupe AXA;1046;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2440;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_33;FURETS_LOAN;bnp;1179;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2441;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_34;FURETS_LOAN;metlife;1202;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2442;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_35;FURETS_LOAN;Groupe AXA;1392;YES;YES;YES;NO;28/06/2018;28/06/2018;;;2443;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_36;FURETS_LOAN;Groupe AXA;1737;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2444;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_37;FURETS_LOAN;bnp;1746;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2445;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_38;FURETS_LOAN;april;1770;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2446;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_39;FURETS_LOAN;metlife;2034;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2447;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_40;FURETS_LOAN;april;3013;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2448;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_41;FURETS_LOAN;Groupe AXA;1649;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2449;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_42;FURETS_LOAN;metlife;1869;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2450;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_43;FURETS_LOAN;swisslife;1954;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2451;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_44;FURETS_LOAN;bnp;2032;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2452;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_45;FURETS_LOAN;Groupe AXA;2303;YES;YES;YES;NO;28/06/2018;28/06/2018;;;2453;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_46;FURETS_LOAN;swisslife;2717;YES;YES;YES;NO;28/06/2018;28/06/2018;;;2454;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_47;FURETS_LOAN;april;3036;YES;YES;NO;NO;28/06/2018;28/06/2018;;;2455;OK;2018;6;26;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_V2_3AQ5KHW68C;FUR2018_48;FURETS_LOAN;metlife;3061;YES;YES;YES;YES;28/06/2018;28/06/2018;;;2456;OK;2018;6;26;TEST
